pos	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level
6938	GN	Guinea	Dubreka	"Suspected cases"	1	41899	Gvt	"Sitrep155 18Sep"	24	Dubreka	ADM2
6939	GN	Guinea	Forécariah	Cases	10	41899	Gvt	"Sitrep155 18Sep"	0		
6940	GN	Guinea	Forécariah	"Confirmed cases"	9	41899	Gvt	"Sitrep155 18Sep"	0		
6941	GN	Guinea	Forécariah	Deaths	7	41899	Gvt	"Sitrep155 18Sep"	0		
6942	GN	Guinea	Forécariah	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	0		
6943	GN	Guinea	Forécariah	"Probable cases"	0	41899	Gvt	"Sitrep155 18Sep"	0		
6944	GN	Guinea	Forécariah	"Suspected cases"	1	41899	Gvt	"Sitrep155 18Sep"	0		
6945	GN	Guinea	Gueckedou	Cases	350	41899	Gvt	"Sitrep155 18Sep"	38	Gueckedou	ADM2
6946	GN	Guinea	Gueckedou	"Confirmed cases"	236	41899	Gvt	"Sitrep155 18Sep"	38	Gueckedou	ADM2
6947	GN	Guinea	Gueckedou	Deaths	293	41899	Gvt	"Sitrep155 18Sep"	38	Gueckedou	ADM2
6948	GN	Guinea	Gueckedou	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	38	Gueckedou	ADM2
6949	GN	Guinea	Gueckedou	"Probable cases"	110	41899	Gvt	"Sitrep155 18Sep"	38	Gueckedou	ADM2
6950	GN	Guinea	Gueckedou	"Suspected cases"	4	41899	Gvt	"Sitrep155 18Sep"	38	Gueckedou	ADM2
6951	GN	Guinea	Kerouane	Cases	22	41899	Gvt	"Sitrep155 18Sep"	19	Kerouane	ADM2
6952	GN	Guinea	Kerouane	"Confirmed cases"	22	41899	Gvt	"Sitrep155 18Sep"	19	Kerouane	ADM2
6953	GN	Guinea	Kerouane	Deaths	3	41899	Gvt	"Sitrep155 18Sep"	19	Kerouane	ADM2
6954	GN	Guinea	Kerouane	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	19	Kerouane	ADM2
6955	GN	Guinea	Kerouane	"Probable cases"	0	41899	Gvt	"Sitrep155 18Sep"	19	Kerouane	ADM2
6956	GN	Guinea	Kerouane	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	19	Kerouane	ADM2
6957	GN	Guinea	Kissidougou	Cases	8	41899	Gvt	"Sitrep155 18Sep"	17	Kissidougou	ADM2
6958	GN	Guinea	Kissidougou	"Confirmed cases"	3	41899	Gvt	"Sitrep155 18Sep"	17	Kissidougou	ADM2
6959	GN	Guinea	Kissidougou	Deaths	7	41899	Gvt	"Sitrep155 18Sep"	17	Kissidougou	ADM2
6960	GN	Guinea	Kissidougou	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	17	Kissidougou	ADM2
6961	GN	Guinea	Kissidougou	"Probable cases"	5	41899	Gvt	"Sitrep155 18Sep"	17	Kissidougou	ADM2
6962	GN	Guinea	Kissidougou	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	17	Kissidougou	ADM2
6963	GN	Guinea	Kouroussa	Cases	4	41899	Gvt	"Sitrep155 18Sep"	20	Kouroussa	ADM2
6964	GN	Guinea	Kouroussa	"Confirmed cases"	2	41899	Gvt	"Sitrep155 18Sep"	20	Kouroussa	ADM2
6965	GN	Guinea	Kouroussa	Deaths	4	41899	Gvt	"Sitrep155 18Sep"	20	Kouroussa	ADM2
6966	GN	Guinea	Kouroussa	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	20	Kouroussa	ADM2
6967	GN	Guinea	Kouroussa	"Probable cases"	2	41899	Gvt	"Sitrep155 18Sep"	20	Kouroussa	ADM2
6968	GN	Guinea	Kouroussa	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	20	Kouroussa	ADM2
6969	GN	Guinea	Macenta	Cases	285	41899	Gvt	"Sitrep155 18Sep"	40	Macenta	ADM2
6970	GN	Guinea	Macenta	"Confirmed cases"	262	41899	Gvt	"Sitrep155 18Sep"	40	Macenta	ADM2
6971	GN	Guinea	Macenta	Deaths	167	41899	Gvt	"Sitrep155 18Sep"	40	Macenta	ADM2
6972	GN	Guinea	Macenta	"New cases"	5	41899	Gvt	"Sitrep155 18Sep"	40	Macenta	ADM2
6973	GN	Guinea	Macenta	"Probable cases"	12	41899	Gvt	"Sitrep155 18Sep"	40	Macenta	ADM2
6974	GN	Guinea	Macenta	"Suspected cases"	11	41899	Gvt	"Sitrep155 18Sep"	40	Macenta	ADM2
6975	GN	Guinea	National	Cases	965	41899	Gvt	"Sitrep155 18Sep"	0		
6976	GN	Guinea	National	"Confirmed cases"	777	41899	Gvt	"Sitrep155 18Sep"	0		
6977	GN	Guinea	National	Deaths	623	41899	Gvt	"Sitrep155 18Sep"	0		
6978	GN	Guinea	National	"New cases"	6	41899	Gvt	"Sitrep155 18Sep"	0		
6979	GN	Guinea	National	"Probable cases"	161	41899	Gvt	"Sitrep155 18Sep"	0		
6980	GN	Guinea	National	"Suspected cases"	27	41899	Gvt	"Sitrep155 18Sep"	0		
6981	GN	Guinea	Nzerekore	Cases	28	41899	Gvt	"Sitrep155 18Sep"	8	Nzerekore	ADM1
6982	GN	Guinea	Nzerekore	"Confirmed cases"	17	41899	Gvt	"Sitrep155 18Sep"	8	Nzerekore	ADM1
6983	GN	Guinea	Nzerekore	Deaths	20	41899	Gvt	"Sitrep155 18Sep"	8	Nzerekore	ADM1
6984	GN	Guinea	Nzerekore	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	8	Nzerekore	ADM1
6985	GN	Guinea	Nzerekore	"Probable cases"	11	41899	Gvt	"Sitrep155 18Sep"	8	Nzerekore	ADM1
6986	GN	Guinea	Nzerekore	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	8	Nzerekore	ADM1
6987	GN	Guinea	Pita	Cases	8	41899	Gvt	"Sitrep155 18Sep"	36	Pita	ADM2
6988	GN	Guinea	Pita	"Confirmed cases"	6	41899	Gvt	"Sitrep155 18Sep"	36	Pita	ADM2
6989	GN	Guinea	Pita	Deaths	3	41899	Gvt	"Sitrep155 18Sep"	36	Pita	ADM2
6990	GN	Guinea	Pita	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	36	Pita	ADM2
6991	GN	Guinea	Pita	"Probable cases"	1	41899	Gvt	"Sitrep155 18Sep"	36	Pita	ADM2
6992	GN	Guinea	Pita	"Suspected cases"	1	41899	Gvt	"Sitrep155 18Sep"	36	Pita	ADM2
6993	GN	Guinea	Siguiri	Cases	6	41899	Gvt	"Sitrep155 18Sep"	22	Siguiri	ADM2
6994	GN	Guinea	Siguiri	"Confirmed cases"	6	41899	Gvt	"Sitrep155 18Sep"	22	Siguiri	ADM2
6995	GN	Guinea	Siguiri	Deaths	3	41899	Gvt	"Sitrep155 18Sep"	22	Siguiri	ADM2
6996	GN	Guinea	Siguiri	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	22	Siguiri	ADM2
6997	GN	Guinea	Siguiri	"Probable cases"	0	41899	Gvt	"Sitrep155 18Sep"	22	Siguiri	ADM2
6998	GN	Guinea	Siguiri	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	22	Siguiri	ADM2
6999	GN	Guinea	Telimele	Cases	26	41899	Gvt	"Sitrep155 18Sep"	28	Telimele	ADM2
7000	GN	Guinea	Telimele	"Confirmed cases"	23	41899	Gvt	"Sitrep155 18Sep"	28	Telimele	ADM2
7001	GN	Guinea	Telimele	Deaths	10	41899	Gvt	"Sitrep155 18Sep"	28	Telimele	ADM2
7002	GN	Guinea	Telimele	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	28	Telimele	ADM2
7003	GN	Guinea	Telimele	"Probable cases"	3	41899	Gvt	"Sitrep155 18Sep"	28	Telimele	ADM2
7004	GN	Guinea	Telimele	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	28	Telimele	ADM2
7005	GN	Guinea	Yomou	Cases	11	41899	Gvt	"Sitrep155 18Sep"	42	Yomou	ADM2
7006	GN	Guinea	Yomou	"Confirmed cases"	11	41899	Gvt	"Sitrep155 18Sep"	42	Yomou	ADM2
7007	GN	Guinea	Yomou	Deaths	5	41899	Gvt	"Sitrep155 18Sep"	42	Yomou	ADM2
7008	GN	Guinea	Yomou	"New cases"	0	41899	Gvt	"Sitrep155 18Sep"	42	Yomou	ADM2
7009	GN	Guinea	Yomou	"Probable cases"	0	41899	Gvt	"Sitrep155 18Sep"	42	Yomou	ADM2
7010	GN	Guinea	Yomou	"Suspected cases"	0	41899	Gvt	"Sitrep155 18Sep"	42	Yomou	ADM2
7011	LR	Liberia	"Bomi County "	Cases	85	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5513	Bomi	ADM1
7012	LR	Liberia	"Bomi County "	"Confirmed cases"	33	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5513	Bomi	ADM1
7013	LR	Liberia	"Bomi County "	Deaths	56	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5513	Bomi	ADM1
7014	LR	Liberia	"Bomi County "	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5513	Bomi	ADM1
7015	LR	Liberia	"Bomi County "	"Probable cases"	45	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5513	Bomi	ADM1
7016	LR	Liberia	"Bomi County "	"Suspected cases"	7	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5513	Bomi	ADM1
7017	LR	Liberia	"Bong County "	Cases	229	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5514	Bong	ADM1
7018	LR	Liberia	"Bong County "	"Confirmed cases"	53	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5514	Bong	ADM1
7019	LR	Liberia	"Bong County "	Deaths	71	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5514	Bong	ADM1
7020	LR	Liberia	"Bong County "	"New cases"	5	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5514	Bong	ADM1
7021	LR	Liberia	"Bong County "	"Probable cases"	53	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5514	Bong	ADM1
7022	LR	Liberia	"Bong County "	"Suspected cases"	123	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5514	Bong	ADM1
7023	LR	Liberia	"Gbarpolu County "	Cases	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5515	Gbarpolu	ADM1
7024	LR	Liberia	"Gbarpolu County "	"Confirmed cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5515	Gbarpolu	ADM1
7025	LR	Liberia	"Gbarpolu County "	Deaths	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5515	Gbarpolu	ADM1
7026	LR	Liberia	"Gbarpolu County "	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5515	Gbarpolu	ADM1
7027	LR	Liberia	"Gbarpolu County "	"Probable cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5515	Gbarpolu	ADM1
7028	LR	Liberia	"Gbarpolu County "	"Suspected cases"	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5515	Gbarpolu	ADM1
7029	LR	Liberia	"Grand Bassa "	Cases	101	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5516	"Grand Bassa"	ADM1
7030	LR	Liberia	"Grand Bassa "	"Confirmed cases"	42	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5516	"Grand Bassa"	ADM1
7031	LR	Liberia	"Grand Bassa "	Deaths	21	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5516	"Grand Bassa"	ADM1
7032	LR	Liberia	"Grand Bassa "	"New cases"	4	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5516	"Grand Bassa"	ADM1
7033	LR	Liberia	"Grand Bassa "	"Probable cases"	31	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5516	"Grand Bassa"	ADM1
7034	LR	Liberia	"Grand Bassa "	"Suspected cases"	28	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5516	"Grand Bassa"	ADM1
7035	LR	Liberia	"Grand Cape Mount"	Cases	17	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5517	"Grand Cape Mount"	ADM1
7036	LR	Liberia	"Grand Cape Mount"	"Confirmed cases"	6	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5517	"Grand Cape Mount"	ADM1
7037	LR	Liberia	"Grand Cape Mount"	Deaths	14	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5517	"Grand Cape Mount"	ADM1
7038	LR	Liberia	"Grand Cape Mount"	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5517	"Grand Cape Mount"	ADM1
7039	LR	Liberia	"Grand Cape Mount"	"Probable cases"	5	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5517	"Grand Cape Mount"	ADM1
7040	LR	Liberia	"Grand Cape Mount"	"Suspected cases"	6	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5517	"Grand Cape Mount"	ADM1
7041	LR	Liberia	"Grand Gedeh "	Cases	3	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5518	"Grand Gedeh"	ADM1
7042	LR	Liberia	"Grand Gedeh "	"Confirmed cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5518	"Grand Gedeh"	ADM1
7043	LR	Liberia	"Grand Gedeh "	Deaths	2	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5518	"Grand Gedeh"	ADM1
7044	LR	Liberia	"Grand Gedeh "	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5518	"Grand Gedeh"	ADM1
7045	LR	Liberia	"Grand Gedeh "	"Probable cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5518	"Grand Gedeh"	ADM1
7046	LR	Liberia	"Grand Gedeh "	"Suspected cases"	3	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5518	"Grand Gedeh"	ADM1
7047	LR	Liberia	"Grand Kru "	Cases	3	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5519	"Grand Kru"	ADM1
7048	LR	Liberia	"Grand Kru "	"Confirmed cases"	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5519	"Grand Kru"	ADM1
7049	LR	Liberia	"Grand Kru "	Deaths	2	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5519	"Grand Kru"	ADM1
7050	LR	Liberia	"Grand Kru "	"New cases"	2	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5519	"Grand Kru"	ADM1
7051	LR	Liberia	"Grand Kru "	"Probable cases"	2	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5519	"Grand Kru"	ADM1
7052	LR	Liberia	"Grand Kru "	"Suspected cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5519	"Grand Kru"	ADM1
7053	LR	Liberia	"Lofa County "	Cases	740	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5520	Lofa	ADM1
7054	LR	Liberia	"Lofa County "	"Confirmed cases"	275	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5520	Lofa	ADM1
7055	LR	Liberia	"Lofa County "	Deaths	388	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5520	Lofa	ADM1
7056	LR	Liberia	"Lofa County "	"New cases"	14	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5520	Lofa	ADM1
7057	LR	Liberia	"Lofa County "	"Probable cases"	412	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5520	Lofa	ADM1
7058	LR	Liberia	"Lofa County "	"Suspected cases"	53	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5520	Lofa	ADM1
7059	LR	Liberia	"Margibi County "	Cases	482	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5521	Margibi	ADM1
7060	LR	Liberia	"Margibi County "	"Confirmed cases"	35	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5521	Margibi	ADM1
7061	LR	Liberia	"Margibi County "	Deaths	202	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5521	Margibi	ADM1
7062	LR	Liberia	"Margibi County "	"New cases"	15	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5521	Margibi	ADM1
7063	LR	Liberia	"Margibi County "	"Probable cases"	230	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5521	Margibi	ADM1
7064	LR	Liberia	"Margibi County "	"Suspected cases"	217	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5521	Margibi	ADM1
7065	LR	Liberia	"Maryland County "	Cases	8	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5522	Maryland	ADM1
7066	LR	Liberia	"Maryland County "	"Confirmed cases"	3	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5522	Maryland	ADM1
7067	LR	Liberia	"Maryland County "	Deaths	8	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5522	Maryland	ADM1
7068	LR	Liberia	"Maryland County "	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5522	Maryland	ADM1
7069	LR	Liberia	"Maryland County "	"Probable cases"	2	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5522	Maryland	ADM1
7070	LR	Liberia	"Maryland County "	"Suspected cases"	3	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5522	Maryland	ADM1
7071	LR	Liberia	"Montserrado County "	Cases	1154	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5523	Montserrado	ADM1
7072	LR	Liberia	"Montserrado County "	"Confirmed cases"	352	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5523	Montserrado	ADM1
7073	LR	Liberia	"Montserrado County "	Deaths	694	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5523	Montserrado	ADM1
7074	LR	Liberia	"Montserrado County "	"New cases"	53	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5523	Montserrado	ADM1
7075	LR	Liberia	"Montserrado County "	"Probable cases"	469	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5523	Montserrado	ADM1
7076	LR	Liberia	"Montserrado County "	"Suspected cases"	333	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5523	Montserrado	ADM1
7077	LR	Liberia	"National  "	Cases	3017	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	0		
7078	LR	Liberia	"National  "	"Confirmed cases"	861	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	0		
7079	LR	Liberia	"National  "	Deaths	1567	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	0		
7080	LR	Liberia	"National  "	"New cases"	93	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	0		
7081	LR	Liberia	"National  "	"Probable cases"	1339	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	0		
7082	LR	Liberia	"National  "	"Suspected cases"	817	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	0		
7083	LR	Liberia	"Nimba County "	Cases	175	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5524	Nimba	ADM1
7084	LR	Liberia	"Nimba County "	"Confirmed cases"	59	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5524	Nimba	ADM1
7085	LR	Liberia	"Nimba County "	Deaths	101	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5524	Nimba	ADM1
7086	LR	Liberia	"Nimba County "	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5524	Nimba	ADM1
7087	LR	Liberia	"Nimba County "	"Probable cases"	87	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5524	Nimba	ADM1
7088	LR	Liberia	"Nimba County "	"Suspected cases"	29	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5524	Nimba	ADM1
7089	LR	Liberia	"River Gee County"	Cases	12	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5525	"River Gee"	ADM1
7090	LR	Liberia	"River Gee County"	"Confirmed cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5525	"River Gee"	ADM1
7091	LR	Liberia	"River Gee County"	Deaths	6	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5525	"River Gee"	ADM1
7092	LR	Liberia	"River Gee County"	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5525	"River Gee"	ADM1
7093	LR	Liberia	"River Gee County"	"Probable cases"	3	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5525	"River Gee"	ADM1
7094	LR	Liberia	"River Gee County"	"Suspected cases"	9	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5525	"River Gee"	ADM1
7095	LR	Liberia	"RiverCess County "	Cases	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	10714	Rivercess	ADM1
7096	LR	Liberia	"RiverCess County "	"Confirmed cases"	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	10714	Rivercess	ADM1
7097	LR	Liberia	"RiverCess County "	Deaths	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	10714	Rivercess	ADM1
7098	LR	Liberia	"RiverCess County "	"New cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	10714	Rivercess	ADM1
7099	LR	Liberia	"RiverCess County "	"Probable cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	10714	Rivercess	ADM1
7100	LR	Liberia	"RiverCess County "	"Suspected cases"	0	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	10714	Rivercess	ADM1
7101	LR	Liberia	"Sinoe County "	Cases	6	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5526	Sinoe	ADM1
7102	LR	Liberia	"Sinoe County "	"Confirmed cases"	1	41899	Gvt	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20SitRep%20125%20Sept%2017,%202014.pdf	5526	Sinoe	ADM1
