Destination Country,Donor,Recipient Organization,Emergency title,Response Plan/Appeal title,Project code,Emergency year,USD committed/contributed,USD pledged,Description,IASC Standard Sector,Original currency amount,Original currency unit,Decision date,Contribution status,Reported by
Region,Austria,World Vision International,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"263,505",0,(Sierra Leone) To fight the Ebola Epidemic in Sierra Leone (2760-00/2014),HEALTH,"200,000",EUR,9/2/14,Commitment,Donor
Region,Austria,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,270,648",0,(Region) To support the Ebola-affected population (XX.7.08.47/0011-VII.3/2014),HEALTH,"1,000,000",EUR,11/4/14,Commitment,Donor
Region,Austria,World Vision International,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"635,324",0,(Region) To support the Ebola-affected population (XX.7.08.47/0011-VII.3/2014),HEALTH,"500,000",EUR,11/4/14,Commitment,Donor
Region,Austria,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"340,479",0,To support the Ebola affected population,HEALTH,"270,000",EUR,11/4/14,Commitment,Donor
Region,Azerbaijan,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"1,000,000",0,(Region) Ebola Response Multi-Partner Trust Fund,HEALTH,,USD,10/31/14,Commitment,Agency
Region,Bayer,Direct Relief International,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"3,200,000","(Region) (in-kind) Bayer is making drugs with a market value of USD 3.2 million available to the U.S. aid organization Direct Relief free of charge to treat Ebola patients in Sierra Leone, Liberia and Nigeria.",HEALTH,,USD,10/7/14,Pledge,Donor
Region,Bayer,CARITAS,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"32,000",0,"(Region) (in-kind) The company provided immediate relief in the form of medicines and monetary donations worth USD 32,000 to Caritas international directly after the outbreak",HEALTH,,USD,10/7/14,Paid contribution,Donor
Region,Belgium,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"3,176,620",(Region) Ebola Virus Disease (EVD) (447),SECTOR NOT YET SPECIFIED,"2,500,000",EUR,10/27/14,Pledge,Donor
Region,Belgium,Médecins sans Frontières - Belgium,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71294/5648,2014,"3,811,944",0,"(Region) Emergency Response to an haemorrhagic fever outbreak (Ebola) in Guinea, Sierra Leone and Liberia (NH/2014/08 - 3016235)",HEALTH,"3,000,000",EUR,10/13/14,Commitment,Donor
Region,Bill and Melinda Gates Foundation,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"1,000,000",0,(Region) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,,USD,8/31/14,Paid contribution,Agency
Region,Bill and Melinda Gates Foundation,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"4,000,000",0,(Region) Emergency response to the Ebola outbreak in West Africa (emergency operations and research and development),HEALTH,,USD,9/10/14,Paid contribution,Donor and Agency
Region,Bill and Melinda Gates Foundation,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"2,000,000",0,(Region) to provide critical emergency support to populations affected by the Ebola Virus Disease Outbreak in West Africa (through US Fund for UNICEF),HEALTH,,USD,9/10/14,Paid contribution,Donor and Agency
Region,Bill and Melinda Gates Foundation,Centers for Disease Control Foundation,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"2,000,000",0,(Region) to provide critical emergency support to populations affected by the Ebola Virus Disease Outbreak in West Africa,HEALTH,,USD,9/10/14,Paid contribution,Donor
Region,Bill and Melinda Gates Foundation,UN Agencies and NGOs (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"36,350,001","(Region) Emergency response to the Ebola outbreak in West Africa (supplies, vaccines, therapies diagnostic tools) (unallocated balance of $50 total contribution)",HEALTH,,USD,9/10/14,Pledge,Donor
Region,Bolivia,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"1,000,000",(region) support to Ebola crisis,HEALTH,,USD,10/22/14,Pledge,Donor
Region,Brazil,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"450,000",(region) Ebola response,HEALTH,,USD,9/19/14,Pledge,Donor
Region,Canada,"UN Agencies, NGOs and/or Red Cross (details not yet provided)",Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"5,985,267","(region) Additional humanitarian assistance (treatment, prevention, broad humanitarian assistance",HEALTH,"6,500,000",CAD,9/25/14,Pledge,Donor
Region,Canada,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"182,482",0,"(Region) Guinea, Liberia and Sierra Leone through WHO EVD Outbreak Response",HEALTH,"200,000",CAD,4/30/14,Paid contribution,Agency
Region,Canada,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"1,101,928",0,(Region) WHO EVD Outbreak Response - Security,HEALTH,"1,200,000",CAD,8/1/14,Commitment,Donor
Region,Canada,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"8,512,545",0,(Region) Ebola Response - Special Operation 200773 (D001614),COORDINATION AND SUPPORT SERVICES,"9,500,000",CAD,10/17/14,Paid contribution,Donor and Agency
Region,Canada,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"3,568,879",0,(Region) Ebola Response Multi-Partner Trust Fund (D001630),HEALTH,"4,000,000",CAD,10/17/14,Paid contribution,Donor
Region,Canada,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/F/71114/561,2014,"9,408,602",0,(Region) Ebola Response (D001615),FOOD,"10,500,000",CAD,10/17/14,Paid contribution,Donor and Agency
Region,Canada,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,"918,274",0,"(Region) MSF Emergency Response to Ebola in Guinea, Sierra Leone, Liberia and region (D001306)",HEALTH,"1,000,000",CAD,8/8/14,Commitment,Donor
Region,Canada,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"3,136,201",0,"(Region) Health, Coordination, Preparedness (D001610)",HEALTH,"3,500,000",CAD,10/17/14,Commitment,Donor
Region,Canada,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"12,992,832",0,(Region) Ebola Response (D001613),HEALTH,"14,500,000",CAD,10/2/14,Commitment,Donor
Region,Canada,"UN Agencies, NGOs and/or Red Cross (details not yet provided)",Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"143,369",(region) additional support to the Ebola crisis,HEALTH,"160,000",CAD,10/17/14,Pledge,Donor
Region,Canada,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"918,274",0,"(Region) Guinea, Liberia and Sierra Leone through WHO EVD Outbreak Response (D001302)",HEALTH,"1,000,000",CAD,8/31/14,Paid contribution,Donor and Agency
Region,Canada,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"185,000",0,"(Region) Guinea, Liberia and Sierra Leone through WHO EVD Outbreak Response",HEALTH,"185,000",CAD,9/8/14,Paid contribution,Donor and Agency
Region,Canada,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"319,344",0,"(Region) Guinea, Liberia and Sierra Leone through WHO EVD Outbreak Response",HEALTH,"350,000",CAD,5/31/14,Paid contribution,Agency
Region,Canadian Imperial Bank of Commerce,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"31,109",0,(Region) To support relief efforts in West Africa,HEALTH,"35,000",CAD,10/3/14,Paid contribution,Donor
Region,"Caterpillar, Inc.",Private (individuals & organisations),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(region) (in-kind) Capicity-building investment to help with campaign to advocate for effective global response to Ebola crisis,HEALTH,,USD,10/20/14,Pledge,Donor
Region,"Cera Products, Inc",Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"590,000",0,"(In-kind) 5 shipments of CeraLyte, an oral rehydration solution, valued at over $590.000. “The CeraLyte-70 could help prevent shock from dehydration and perhaps give those stricken a better chance at fighting the disease. We don't know as it has not been tested, but there are just not enough health professionals in the stricken area to be able to insert IVs and anyway, IVs are invasive and could pose additional risk to the caregivers, too.”",HEALTH,,USD,9/17/14,Paid contribution,Donor
Region,Children's Investment Fund Foundation,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"2,500,000",0,(Region) Response to Ebola outbreak (through United Kingdom Committee for UNICEF (CIFF-Pooled funding),HEALTH,,USD,10/9/14,Paid contribution,Agency
Region,Children's Investment Fund Foundation,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71276/7183,2014,0,"12,500,000","(region) $20 million commitment made at the Defeating Ebola Conference in London on 2 October. CIFF’s $20 million commitment is the biggest it has ever made to a humanitarian crisis. It is based on an assessment that the Ebola outbreak poses an unprecedented threat that can be stopped with quick, effective and coordinated action.",HEALTH,,USD,10/10/14,Pledge,Donor
Region,Children's Investment Fund Foundation,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,"2,000,000",0,"(Region) To help front line work in West Africa to treat, contain and control the spread of the Ebola outbreak.",HEALTH,,USD,10/10/14,Paid contribution,Donor
Region,Children's Investment Fund Foundation,British Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/SNYS/71843/110,2014,"3,000,000",0,"(REGION) to help deal safely with those who have tragically died, to track those who have been in contact with those infected and to raise awareness in vulnerable communities in West Africa about protecting themselves.",SECTOR NOT YET SPECIFIED,,USD,10/10/14,Paid contribution,Donor
Region,Chile,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"200,000",0,(Region) Ebola Response Multi-Partner Trust Fund,HEALTH,,USD,10/9/14,Paid contribution,Agency
Region,China,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"6,000,000",0,(Region) Ebola Response Multi-Partner Trust Fund,HEALTH,,USD,10/24/14,Commitment,Donor and Agency
Region,China,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"639,182",0,"(Region) prevention and relief supplies with a value of one million yuan to each of the four countries of Guinea, Liberia, Sierra Leone and Guinea- Bissau, which were shipped in May and have played a positive role in Ebola control and prevention in the four countries (part of three batches - total of $41 mn)",HEALTH,"4,000,000",CNY,5/31/14,Paid contribution,Donor
Region,China,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/F/71114/561,2014,"6,000,000",0,(Region) Ebola response (part of three batches - total of $41 mn),FOOD,,USD,9/30/14,Paid contribution,Donor and Agency
Region,China,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,"(region) additional humanitarian assistance - amount to be confirmed - includes in-kind support to Liberia, Guinea and Sierra Leone (treatment beds, ambulances, pickup trucks, motorcycles, incinerators, and PPE); construction of 100-bed treatment center and relevant medical staff for Liberia; public health experts to support epidemic prevention and control; public health cooperation (training, research, information management)",HEALTH,,USD,10/24/14,Pledge,Donor
Region,China,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"30,740,598",0,"(region) in kind - Laboratories, food, disease prevention materials, 200 medical experts to support response in Liberia, Guinea, and Sierra Leone; Ebola containment efforts in 10 surrounding countries and with the AU (part of three batches - total of $41 mn)",HEALTH,,USD,9/25/14,Paid contribution,Donor
